stress_case,round,datetime,year,month,day,day_of_week,season,date,hour,load_mw,total_generation_mw,market_price,total_production_cost,total_consumer_payment,total_generator_profit,marginal_gen_id,marginal_firm_id,marginal_technology_group,backstop_dispatch_mw,backstop_dispatched,reserve_margin_excluding_backstop,reserve_margin_including_backstop
high,743,2020-07-31 22:00:00,2020,7,31,Friday,summer,2020-07-31,23,4928.4,4928.4,30.41360928,122936.26024651199,149890.431975552,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6386656927197469,0.7401184968752537
high,744,2020-07-31 23:00:00,2020,7,31,Friday,summer,2020-07-31,24,4576.1,4576.1,28.691570820000003,112688.04591598202,131295.497229402,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7648215729551364,0.8740849194729134
high,745,2020-08-01 00:00:00,2020,8,1,Saturday,summer,2020-08-01,1,4534.3,4534.3,28.691570820000003,111488.738255706,130096.18956912601,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7810907968153848,0.891361400877754
high,746,2020-08-01 01:00:00,2020,8,1,Saturday,summer,2020-08-01,2,4340.6,4340.6,28.691570820000003,105931.18098787201,124538.63230129202,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8605722711145922,0.975763719301479
high,747,2020-08-01 02:00:00,2020,8,1,Saturday,summer,2020-08-01,3,4199.4,4199.4,28.691570820000003,101879.931188088,120487.38250150801,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9231318759822833,1.042196504262514
high,748,2020-08-01 03:00:00,2020,8,1,Saturday,summer,2020-08-01,4,4140.4,4140.4,28.691570820000003,100187.12850970798,118794.579823128,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9505361800792196,1.0712974591826878
high,749,2020-08-01 04:00:00,2020,8,1,Saturday,summer,2020-08-01,5,4128.6,4128.6,28.20955554,99852.616902384,116465.97100244401,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9561110303734921,1.077217458702708
high,750,2020-08-01 05:00:00,2020,8,1,Saturday,summer,2020-08-01,6,4096.5,4096.5,28.20955554,98947.09016955,115560.44426961,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9714390333211278,1.0934944464787013
high,751,2020-08-01 06:00:00,2020,8,1,Saturday,summer,2020-08-01,7,4263.0,4263.0,28.691570820000003,103704.71509223999,122312.16640566001,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8944405348346236,1.0117288294628195
high,752,2020-08-01 07:00:00,2020,8,1,Saturday,summer,2020-08-01,8,4575.3,4575.3,28.691570820000003,112665.09265932601,131272.543972746,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7651301553996459,0.8744126068235962
high,753,2020-08-01 08:00:00,2020,8,1,Saturday,summer,2020-08-01,9,4948.5,4948.5,30.41360928,123547.57379304,150501.74552208,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6320096999090634,0.7330504193189855
high,754,2020-08-01 09:00:00,2020,8,1,Saturday,summer,2020-08-01,10,5260.6,5260.6,30.84120348,133064.71826944803,162243.23502688803,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5351861004448162,0.6302322928943465
high,755,2020-08-01 10:00:00,2020,8,1,Saturday,summer,2020-08-01,11,5538.4,5538.4,30.84120348,141632.404596192,170810.921353632,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.4581828686985412,0.5484616495738843
high,756,2020-08-01 11:00:00,2020,8,1,Saturday,summer,2020-08-01,12,5793.3,5793.3,30.91117344,149510.361264792,179077.701089952,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.39402413132411573,0.4803307268741477
high,757,2020-08-01 12:00:00,2020,8,1,Saturday,summer,2020-08-01,13,5988.2,5988.2,40.20162924,156242.881700208,240735.396214968,84492.51451476001,315_CT_7,Firm_CT,Gas_CT,0.0,False,0.3486523496209213,0.43214989479309307
high,758,2020-08-01 13:00:00,2020,8,1,Saturday,summer,2020-08-01,14,6236.5,6236.5,44.2559997,166871.61832886998,276002.54212904995,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.29495710735187997,0.375130281407841
high,759,2020-08-01 14:00:00,2020,8,1,Saturday,summer,2020-08-01,15,6399.6,6399.6,44.2559997,174089.77187994,283220.69568011997,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.26195387211700716,0.340083755234702
high,760,2020-08-01 15:00:00,2020,8,1,Saturday,summer,2020-08-01,16,6437.1,6437.1,46.89542208,175762.83292282803,301870.52147116803,126107.68854834003,322_CT_5,Firm_CT,Gas_CT,0.0,False,0.2546022277112363,0.33227695701480475
high,761,2020-08-01 16:00:00,2020,8,1,Saturday,summer,2020-08-01,17,6355.7,6355.7,44.2559997,172146.93349311,281277.85729328997,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.27067042182607737,0.3493399625532987
high,762,2020-08-01 17:00:00,2020,8,1,Saturday,summer,2020-08-01,18,6132.6,6132.6,44.2559997,162273.41996004002,271404.34376022,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.31689658546130506,0.3984280729217624
high,763,2020-08-01 18:00:00,2020,8,1,Saturday,summer,2020-08-01,19,5945.3,5945.3,40.20162924,154518.231805812,239010.746320572,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.358383933527324,0.4424839789413486
high,764,2020-08-01 19:00:00,2020,8,1,Saturday,summer,2020-08-01,20,5947.8,5947.8,40.20162924,154618.735878912,239111.25039367203,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.3578129728639161,0.44187766905410397
high,765,2020-08-01 20:00:00,2020,8,1,Saturday,summer,2020-08-01,21,5725.1,5725.1,30.91117344,147402.21923618403,176969.559061344,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4106303820020609,0.4979651010462698
high,766,2020-08-01 21:00:00,2020,8,1,Saturday,summer,2020-08-01,22,5386.7,5386.7,30.84120348,136953.794028276,166132.310785716,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.49924814821690466,0.5920693560064605
high,767,2020-08-01 22:00:00,2020,8,1,Saturday,summer,2020-08-01,23,5028.7,5028.7,30.41360928,125986.74525729599,152940.916986336,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6059816652415138,0.7054109411975262
high,768,2020-08-01 23:00:00,2020,8,1,Saturday,summer,2020-08-01,24,4657.4,4657.4,28.691570820000003,115020.670623648,133628.121937068,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7340146863056642,0.8413707218619833
high,769,2020-08-02 00:00:00,2020,8,2,Sunday,summer,2020-08-02,1,4398.7,4398.7,28.691570820000003,107598.161252514,126205.612565934,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8359969991133744,0.9496669470525383
high,770,2020-08-02 01:00:00,2020,8,2,Sunday,summer,2020-08-02,2,4229.8,4229.8,28.691570820000003,102752.154941016,121359.60625443602,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9093101328668021,1.0275190316327012
high,771,2020-08-02 02:00:00,2020,8,2,Sunday,summer,2020-08-02,3,4108.6,4108.6,28.20955554,99288.42579158401,115901.77989164401,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9656330623570071,1.0873290171834684
high,772,2020-08-02 03:00:00,2020,8,2,Sunday,summer,2020-08-02,4,4026.6,4026.6,28.20955554,96975.24223730399,113588.596337364,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0056623454030698,1.1298365866984552
high,773,2020-08-02 04:00:00,2020,8,2,Sunday,summer,2020-08-02,5,3988.7,3988.7,28.20955554,95906.100082338,112519.454182398,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0247198335297214,1.1500739589339886
high,774,2020-08-02 05:00:00,2020,8,2,Sunday,summer,2020-08-02,6,3923.5,3923.5,28.20955554,94066.83706113,110680.19116119,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0583662546196,1.1858034917802982
high,775,2020-08-02 06:00:00,2020,8,2,Sunday,summer,2020-08-02,7,4063.1,4063.1,28.20955554,98004.891014514,114618.245114574,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9876449016760602,1.1107036499224732
high,776,2020-08-02 07:00:00,2020,8,2,Sunday,summer,2020-08-02,8,4330.0,4330.0,28.691570820000003,105627.05033718,124234.50165060001,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8651270207852193,0.9806004618937645
high,777,2020-08-02 08:00:00,2020,8,2,Sunday,summer,2020-08-02,9,4650.8,4650.8,28.691570820000003,114831.30625623601,133438.757569656,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7364754450847166,0.8439838307387975
high,778,2020-08-02 09:00:00,2020,8,2,Sunday,summer,2020-08-02,10,4961.4,4961.4,30.41360928,123939.90935275199,150894.08108179198,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6277663562704077,0.7285443624783328
high,779,2020-08-02 10:00:00,2020,8,2,Sunday,summer,2020-08-02,11,5244.3,5244.3,30.84120348,132562.006652724,161740.52341016402,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5399576683256107,0.6352992773106039
high,780,2020-08-02 11:00:00,2020,8,2,Sunday,summer,2020-08-02,12,5499.3,5499.3,30.84120348,140426.513540124,169605.03029756402,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.4685505427963559,0.559471205426145
high,781,2020-08-02 12:00:00,2020,8,2,Sunday,summer,2020-08-02,13,5688.2,5688.2,30.91117344,146261.596936248,175828.936761408,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4197813016419958,0.5076825709363244
high,782,2020-08-02 13:00:00,2020,8,2,Sunday,summer,2020-08-02,14,5884.8,5884.8,30.91117344,152338.73363455202,181906.073459712,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.3723491027732462,0.4573137574768895
high,783,2020-08-02 14:00:00,2020,8,2,Sunday,summer,2020-08-02,15,6030.3,6030.3,40.20162924,157935.370291212,242427.88480597202,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.3392368538878663,0.42215146841782336
high,784,2020-08-02 15:00:00,2020,8,2,Sunday,summer,2020-08-02,16,6099.8,6099.8,44.2559997,160821.82316988002,269952.74697006,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3239778353388636,0.4059477359913439
high,785,2020-08-02 16:00:00,2020,8,2,Sunday,summer,2020-08-02,17,6041.8,6041.8,40.20162924,158397.689027472,242890.20354223202,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.3366877420636234,0.4194445363964381
high,786,2020-08-02 17:00:00,2020,8,2,Sunday,summer,2020-08-02,18,5860.9,5860.9,30.91117344,151599.95658933598,181167.29641449597,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.37794536675254653,0.4632564964425261
high,787,2020-08-02 18:00:00,2020,8,2,Sunday,summer,2020-08-02,19,5689.6,5689.6,30.91117344,146304.87257906402,175872.212404224,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.41943194600674905,0.5073115860517434
high,788,2020-08-02 19:00:00,2020,8,2,Sunday,summer,2020-08-02,20,5715.5,5715.5,30.91117344,147105.47197116,176672.81179632,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.41299973755576946,0.5004811477561018
high,789,2020-08-02 20:00:00,2020,8,2,Sunday,summer,2020-08-02,21,5507.5,5507.5,30.84120348,140679.41140866,169857.9281661,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.46636404902405815,0.5571493418066273
high,790,2020-08-02 21:00:00,2020,8,2,Sunday,summer,2020-08-02,22,5142.7,5142.7,30.41360928,129453.89671521599,156408.068444256,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5703813172069148,0.6676065101989228
high,791,2020-08-02 22:00:00,2020,8,2,Sunday,summer,2020-08-02,23,4734.3,4734.3,28.691570820000003,117227.05241970601,135834.503733126,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.705848805525632,0.8114610396468327
high,792,2020-08-02 23:00:00,2020,8,2,Sunday,summer,2020-08-02,24,4425.5,4425.5,28.691570820000003,108367.09535049001,126974.54666391,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.824878544797198,0.9378601287990058
high,793,2020-08-03 00:00:00,2020,8,3,Monday,summer,2020-08-03,1,4228.8,4228.8,28.691570820000003,102723.463370196,121330.91468361602,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9097616345062429,1.0279984865682934
high,794,2020-08-03 01:00:00,2020,8,3,Monday,summer,2020-08-03,2,4094.2,4094.2,28.20955554,98882.208191808,115495.562291868,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.972546529236481,1.094670509501246
high,795,2020-08-03 02:00:00,2020,8,3,Monday,summer,2020-08-03,3,4025.3,4025.3,28.20955554,96938.569815102,113551.92391516201,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.006310088689042,1.1305244329615185
high,796,2020-08-03 03:00:00,2020,8,3,Monday,summer,2020-08-03,4,4029.5,4029.5,28.20955554,97057.04994837,113670.40404843,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.004218885717831,1.1283037597716836
high,797,2020-08-03 04:00:00,2020,8,3,Monday,summer,2020-08-03,5,4117.9,4117.9,28.20955554,99550.77465810598,116164.12875816599,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9611938123800969,1.0826149250831736
high,798,2020-08-03 05:00:00,2020,8,3,Monday,summer,2020-08-03,6,4225.1,4225.1,28.691570820000003,102617.30455816201,121224.75587158202,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9114340488982509,1.0297744432084448
high,799,2020-08-03 06:00:00,2020,8,3,Monday,summer,2020-08-03,7,4477.2,4477.2,28.691570820000003,109850.44956188399,128457.90087530401,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8038059501474137,0.9154828910926474
high,800,2020-08-03 07:00:00,2020,8,3,Monday,summer,2020-08-03,8,4815.3,4815.3,28.691570820000003,119551.06965612601,138158.52096954602,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.6771540713974207,0.780989761800926
high,801,2020-08-03 08:00:00,2020,8,3,Monday,summer,2020-08-03,9,5138.6,5138.6,30.41360928,129329.20091716801,156283.372646208,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5716342972794146,0.6689370645701163
high,802,2020-08-03 09:00:00,2020,8,3,Monday,summer,2020-08-03,10,5438.8,5438.8,30.84120348,138560.620729584,167739.137487024,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.4848863719938221,0.5768184158270206
high,803,2020-08-03 10:00:00,2020,8,3,Monday,summer,2020-08-03,11,5743.5,5743.5,30.91117344,147970.98482748002,177538.32465264,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.40611125620266386,0.4931661878645426
high,804,2020-08-03 11:00:00,2020,8,3,Monday,summer,2020-08-03,12,6022.4,6022.4,40.20162924,157617.777420216,242110.291934976,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.3409936238044635,0.4240170031880979
high,805,2020-08-03 12:00:00,2020,8,3,Monday,summer,2020-08-03,13,6256.7,6256.7,44.2559997,167765.58952281,276896.51332299,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2907762878194575,0.37069061965572914
high,806,2020-08-03 13:00:00,2020,8,3,Monday,summer,2020-08-03,14,6471.6,6471.6,46.89542208,177380.724984588,303488.41353292804,126107.68854834003,322_CT_5,Firm_CT,Gas_CT,0.0,False,0.24791396254403852,0.3251746090611285
high,807,2020-08-03 14:00:00,2020,8,3,Monday,summer,2020-08-03,15,6645.9,6645.9,49.4648745,185821.56315956998,328738.60943954997,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.21518530221640408,0.2904196572322786
high,808,2020-08-03 15:00:00,2020,8,3,Monday,summer,2020-08-03,16,6672.5,6672.5,49.4648745,187137.32882126997,330054.37510125,142917.04627998002,123_CT_5,Firm_CT,Gas_CT,0.0,False,0.21034095166729116,0.2852753840389659
high,809,2020-08-03 16:00:00,2020,8,3,Monday,summer,2020-08-03,17,6530.3,6530.3,46.89542208,180133.486260684,306241.174809024,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.23669662955760074,0.313262790377165
high,810,2020-08-03 17:00:00,2020,8,3,Monday,summer,2020-08-03,18,6186.3,6186.3,44.2559997,164649.96714393003,273780.89094411,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.30546530236167,0.38628905807995073
high,811,2020-08-03 18:00:00,2020,8,3,Monday,summer,2020-08-03,19,5931.7,5931.7,40.20162924,153971.489648148,238464.004162908,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.3614983900062376,0.4457912571438205
high,812,2020-08-03 19:00:00,2020,8,3,Monday,summer,2020-08-03,20,5913.5,5913.5,40.20162924,153239.81999598,237732.33451074,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.3656886784476199,0.45024097404244534
high,813,2020-08-03 20:00:00,2020,8,3,Monday,summer,2020-08-03,21,5618.2,5618.2,30.91117344,144097.814795448,173665.154620608,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4374710761453846,0.5264675518849453
high,814,2020-08-03 21:00:00,2020,8,3,Monday,summer,2020-08-03,22,5159.3,5159.3,30.41360928,129958.762629264,156912.934358304,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.565328629852887,0.6622410016862752
high,815,2020-08-03 22:00:00,2020,8,3,Monday,summer,2020-08-03,23,4715.2,4715.2,28.691570820000003,116679.043417044,135286.494730464,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7127587376993554,0.8187987784187309
high,816,2020-08-03 23:00:00,2020,8,3,Monday,summer,2020-08-03,24,4386.9,4386.9,28.691570820000003,107259.60071683799,125867.052030258,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8409355125487248,0.9549112129294035
high,817,2020-08-04 00:00:00,2020,8,4,Tuesday,summer,2020-08-04,1,4188.1,4188.1,28.691570820000003,101555.716437822,120163.16775124203,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.928320718225448,1.0477065972636757
high,818,2020-08-04 01:00:00,2020,8,4,Tuesday,summer,2020-08-04,2,4041.1,4041.1,28.20955554,97384.280792634,113997.634892694,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9984657642721042,1.1221944520056422
high,819,2020-08-04 02:00:00,2020,8,4,Tuesday,summer,2020-08-04,3,3956.8,3956.8,28.20955554,95006.21526061199,111619.569360672,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.041043267286696,1.1674080064698744
high,820,2020-08-04 03:00:00,2020,8,4,Tuesday,summer,2020-08-04,4,3951.1,3951.1,28.20955554,94845.420794034,111458.774894094,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.043987750246767,1.170534787780618
high,821,2020-08-04 04:00:00,2020,8,4,Tuesday,summer,2020-08-04,5,4020.0,4020.0,28.20955554,96789.05917073999,113402.4132708,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.008955223880597,1.1333333333333333
high,822,2020-08-04 05:00:00,2020,8,4,Tuesday,summer,2020-08-04,6,4127.3,4127.3,28.20955554,99815.94448018199,116429.298580242,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9567271581905845,1.0778717321251179
high,823,2020-08-04 06:00:00,2020,8,4,Tuesday,summer,2020-08-04,7,4405.4,4405.4,28.691570820000003,107790.39477700798,126397.84609042801,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8332047033186545,0.9467017750942028
high,824,2020-08-04 07:00:00,2020,8,4,Tuesday,summer,2020-08-04,8,4744.9,4744.9,28.691570820000003,117531.183070398,136138.634383818,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7020379776180743,0.8074142763809566
high,825,2020-08-04 08:00:00,2020,8,4,Tuesday,summer,2020-08-04,9,5061.5,5061.5,30.41360928,126984.31164168,153938.48337072,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5955744344561889,0.6943593796305443
high,826,2020-08-04 09:00:00,2020,8,4,Tuesday,summer,2020-08-04,10,5364.1,5364.1,30.84120348,136256.78282962803,165435.299587068,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5055647732145185,0.5987770548647489
high,827,2020-08-04 10:00:00,2020,8,4,Tuesday,summer,2020-08-04,11,5647.8,5647.8,30.91117344,145012.78552927202,174580.125354432,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4299373207266546,0.5184673678246396
high,828,2020-08-04 11:00:00,2020,8,4,Tuesday,summer,2020-08-04,12,5924.7,5924.7,40.20162924,153690.07824346801,238182.592758228,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.36310699275912706,0.4474994514490185
high,829,2020-08-04 12:00:00,2020,8,4,Tuesday,summer,2020-08-04,13,6147.1,6147.1,44.2559997,162915.13195569004,272046.05575587,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.31379024255339916,0.39512941061638807
high,830,2020-08-04 13:00:00,2020,8,4,Tuesday,summer,2020-08-04,14,6386.0,6386.0,44.2559997,173487.89028402,282618.81408419996,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2646414030692139,0.3429376761666145
high,831,2020-08-04 14:00:00,2020,8,4,Tuesday,summer,2020-08-04,15,6521.3,6521.3,46.89542208,179711.42746196402,305819.116010304,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.23840338582797904,0.3150752150644809
high,832,2020-08-04 15:00:00,2020,8,4,Tuesday,summer,2020-08-04,16,6544.3,6544.3,49.4648745,180795.93191037,323712.97819035,142917.04627998002,123_CT_1,Firm_CT,Gas_CT,0.0,False,0.23405100621915254,0.31045337163638576
high,833,2020-08-04 16:00:00,2020,8,4,Tuesday,summer,2020-08-04,17,6397.9,6397.9,44.2559997,174014.53668044996,283145.46048063,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2622891886400225,0.34043983181981585
high,834,2020-08-04 17:00:00,2020,8,4,Tuesday,summer,2020-08-04,18,6049.3,6049.3,40.20162924,158699.20124677202,243191.71576153202,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.33503049939662444,0.41768469079066994
high,835,2020-08-04 18:00:00,2020,8,4,Tuesday,summer,2020-08-04,19,5770.7,5770.7,30.91117344,148811.768745048,178379.108570208,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.39948359817699775,0.48612819935189844
high,836,2020-08-04 19:00:00,2020,8,4,Tuesday,summer,2020-08-04,20,5726.8,5726.8,30.91117344,147454.768231032,177022.108056192,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.41021163651602977,0.4975204302577354
high,837,2020-08-04 20:00:00,2020,8,4,Tuesday,summer,2020-08-04,21,5423.7,5423.7,30.84120348,138094.918557036,167273.435314476,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.48902041042093036,0.581208400169626
high,838,2020-08-04 21:00:00,2020,8,4,Tuesday,summer,2020-08-04,22,4944.6,4944.6,30.41360928,123428.96071684801,150383.132445888,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.633296929984225,0.7344173441734416
high,839,2020-08-04 22:00:00,2020,8,4,Tuesday,summer,2020-08-04,23,4509.7,4509.7,28.691570820000003,110782.925613534,129390.376926954,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7908064838015834,0.9016786038982638
high,840,2020-08-04 23:00:00,2020,8,4,Tuesday,summer,2020-08-04,24,4191.0,4191.0,28.691570820000003,101638.9219932,120246.37330662001,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9269863994273444,1.0462896683369123
high,841,2020-08-05 00:00:00,2020,8,5,Wednesday,summer,2020-08-05,1,3997.0,3997.0,28.20955554,96140.23939332,112753.59349338,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.020515386539905,1.145609206905179
high,842,2020-08-05 01:00:00,2020,8,5,Wednesday,summer,2020-08-05,2,3869.5,3869.5,28.20955554,92543.52106197,109156.87516203,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0870913554722832,1.216307016410389
high,843,2020-08-05 02:00:00,2020,8,5,Wednesday,summer,2020-08-05,3,3786.7,3786.7,28.20955554,90207.769863258,106821.123963318,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.132727704861753,1.2647687960493306
high,844,2020-08-05 03:00:00,2020,8,5,Wednesday,summer,2020-08-05,4,3801.0,3801.0,28.20955554,90611.16650748,107224.52060754,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.1247040252565115,1.2562483556958695
high,845,2020-08-05 04:00:00,2020,8,5,Wednesday,summer,2020-08-05,5,3879.0,3879.0,28.20955554,92811.51183959999,109424.86593966,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0819798917246715,1.210879092549626
high,846,2020-08-05 05:00:00,2020,8,5,Wednesday,summer,2020-08-05,6,4010.9,4010.9,28.20955554,96532.352215326,113145.706315386,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.013513176593782,1.1381734772744272
high,847,2020-08-05 06:00:00,2020,8,5,Wednesday,summer,2020-08-05,7,4266.0,4266.0,28.691570820000003,103790.7898047,122398.24111812002,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8931082981715892,1.0103141115799343
high,848,2020-08-05 07:00:00,2020,8,5,Wednesday,summer,2020-08-05,8,4623.6,4623.6,28.691570820000003,114050.89552993201,132658.34684335202,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7466908902154163,0.8548317328488622
high,849,2020-08-05 08:00:00,2020,8,5,Wednesday,summer,2020-08-05,9,4972.4,4972.4,30.41360928,124274.459054832,151228.63078387198,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6241653929691902,0.7247204569222108
high,850,2020-08-05 09:00:00,2020,8,5,Wednesday,summer,2020-08-05,10,5336.6,5336.6,30.84120348,135408.64973392803,164587.16649136803,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5133230896076153,0.6070157028819847
high,851,2020-08-05 10:00:00,2020,8,5,Wednesday,summer,2020-08-05,11,5723.2,5723.2,30.91117344,147343.488006648,176910.82783180798,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4110986860497625,0.4984623986580934
high,852,2020-08-05 11:00:00,2020,8,5,Wednesday,summer,2020-08-05,12,6111.6,6111.6,44.2559997,161344.04396634002,270474.96776652,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3214215590025524,0.40323319588978324
